"No.","Time","Source","Destination","Protocol","Length"
"860772","21145.190845","206.48.44.18","172.16.112.100","HTTP","75"
"860773","21145.191374","172.16.112.100","206.48.44.18","TCP","155"
"860774","21145.191551","172.16.112.100","206.48.44.18","HTTP","60"
"860775","21145.192382","206.48.44.18","172.16.112.100","TCP","60"
"860776","21145.192523","172.16.112.100","206.48.44.18","TCP","60"
"860777","21145.192604","206.48.44.18","172.16.112.100","TCP","60"
"860778","21145.193257","206.48.44.18","172.16.112.100","TCP","60"
"860779","21145.193386","172.16.112.100","206.48.44.18","TCP","60"
"860780","21145.194268","206.48.44.18","172.16.112.100","TCP","60"
"860781","21145.194488","206.48.44.18","172.16.112.100","HTTP","78"
"860782","21145.204004","172.16.112.100","206.48.44.18","TCP","165"
"860783","21145.204195","172.16.112.100","206.48.44.18","HTTP","60"
"860784","21145.205044","206.48.44.18","172.16.112.100","TCP","60"
"860785","21145.205250","206.48.44.18","172.16.112.100","TCP","60"
"860786","21145.205383","172.16.112.100","206.48.44.18","TCP","60"
"860787","21145.205698","206.48.44.18","172.16.112.100","TCP","60"
"860788","21145.205839","172.16.112.100","206.48.44.18","TCP","60"
"860789","21145.206700","206.48.44.18","172.16.112.100","TCP","60"
"860790","21145.206917","206.48.44.18","172.16.112.100","HTTP","78"
"860791","21145.207467","172.16.112.100","206.48.44.18","TCP","327"
"860792","21145.207537","172.16.112.100","206.48.44.18","HTTP","60"
"860793","21145.208574","206.48.44.18","172.16.112.100","TCP","60"
"860794","21145.208780","206.48.44.18","172.16.112.100","TCP","60"
"860795","21145.208909","172.16.112.100","206.48.44.18","TCP","60"
"860796","21145.209225","206.48.44.18","172.16.112.100","TCP","60"
"860797","21145.209352","172.16.112.100","206.48.44.18","TCP","60"
"860798","21145.210226","206.48.44.18","172.16.112.100","TCP","60"
"860799","21145.210456","206.48.44.18","172.16.112.100","HTTP","89"
"860800","21145.211042","172.16.112.100","206.48.44.18","TCP","341"
"860801","21145.211112","172.16.112.100","206.48.44.18","HTTP","60"
"860802","21145.212166","206.48.44.18","172.16.112.100","TCP","60"
"860803","21145.212375","206.48.44.18","172.16.112.100","TCP","60"
"860804","21145.212516","172.16.112.100","206.48.44.18","TCP","60"
"860805","21145.212817","206.48.44.18","172.16.112.100","TCP","60"
"860806","21145.212953","172.16.112.100","206.48.44.18","TCP","60"
"860807","21145.213817","206.48.44.18","172.16.112.100","TCP","60"
"860808","21145.214047","206.48.44.18","172.16.112.100","HTTP","89"
"860809","21145.215743","172.16.112.100","206.48.44.18","TCP","327"
"860810","21145.215828","172.16.112.100","206.48.44.18","HTTP","60"
"860811","21145.216855","206.48.44.18","172.16.112.100","TCP","60"
"860812","21145.217050","206.48.44.18","172.16.112.100","TCP","60"
"860813","21145.217195","172.16.112.100","206.48.44.18","TCP","60"
"860814","21145.217494","206.48.44.18","172.16.112.100","TCP","60"
"860815","21145.217636","172.16.112.100","206.48.44.18","TCP","60"
"860816","21145.218504","206.48.44.18","172.16.112.100","TCP","60"
"860817","21145.218736","206.48.44.18","172.16.112.100","HTTP","94"
"860818","21145.338761","172.16.112.100","206.48.44.18","TCP","60"
"860819","21145.352602","135.8.60.182","172.16.113.50","TELNET","60"
"860820","21145.353657","172.16.112.100","206.48.44.18","TELNET","60"
"860821","21145.354481","206.48.44.18","172.16.112.100","TCP","60"
"860822","21145.355363","172.16.113.50","135.8.60.182","TELNET","60"
"860823","21145.372461","135.8.60.182","172.16.113.50","TCP","60"
"860824","21145.423258","195.73.151.50","172.16.113.50","TELNET","60"
"860825","21145.425932","172.16.113.50","195.73.151.50","TELNET","60"
"860826","21145.442446","195.73.151.50","172.16.113.50","TCP","60"
"860827","21145.512544","195.73.151.50","172.16.113.50","TELNET","60"
"860828","21145.515016","172.16.113.50","195.73.151.50","TELNET","60"
"860829","21145.522584","196.227.33.189","172.16.112.50","TELNET","60"
"860830","21145.523029","172.16.112.50","196.227.33.189","TELNET","60"
"860831","21145.532431","195.73.151.50","172.16.113.50","TCP","60"
"860832","21145.542436","196.227.33.189","172.16.112.50","TCP","60"
"860833","21145.722649","195.73.151.50","172.16.113.50","TELNET","60"
"860834","21145.725119","172.16.113.50","195.73.151.50","TELNET","60"
"860835","21145.742398","195.73.151.50","172.16.113.50","TCP","60"
"860836","21145.852581","135.8.60.182","172.16.113.50","TELNET","60"
"860837","21145.855236","172.16.113.50","135.8.60.182","TELNET","60"
"860838","21145.872370","135.8.60.182","172.16.113.50","TCP","60"
"860839","21145.932483","195.73.151.50","172.16.113.50","TELNET","60"
"860840","21145.935099","172.16.113.50","195.73.151.50","TELNET","60"
"860841","21145.952345","195.73.151.50","172.16.113.50","TCP","60"
"860842","21145.962526","196.227.33.189","172.16.112.50","TELNET","60"
"860843","21145.962994","172.16.112.50","196.227.33.189","TELNET","60"
"860844","21145.982345","196.227.33.189","172.16.112.50","TCP","60"
"860845","21146.022463","195.73.151.50","172.16.113.50","TELNET","60"
"860846","21146.024910","172.16.113.50","195.73.151.50","TELNET","60"
"860847","21146.042326","195.73.151.50","172.16.113.50","TCP","60"
"860848","21146.132451","196.227.33.189","172.16.112.50","TELNET","60"
"860849","21146.132920","172.16.112.50","196.227.33.189","TELNET","60"
"860850","21146.152317","196.227.33.189","172.16.112.50","TCP","60"
"860851","21146.192446","135.8.60.182","172.16.113.50","TELNET","60"
"860852","21146.195167","172.16.113.50","135.8.60.182","TELNET","60"
"860853","21146.212318","135.8.60.182","172.16.113.50","TCP","60"
"860854","21146.233410","195.73.151.50","172.16.113.50","TELNET","60"
"860855","21146.236163","172.16.113.50","195.73.151.50","TELNET","60"
"860856","21146.240021","172.16.113.50","172.16.112.50","FTP","66"
"860857","21146.252311","195.73.151.50","172.16.113.50","TCP","60"
"860858","21146.268390","172.16.112.50","172.16.113.50","FTP","88"
"860859","21146.271204","172.16.113.50","195.73.151.50","TELNET","88"
"860860","21146.282296","195.73.151.50","172.16.113.50","TCP","60"
"860861","21146.283280","172.16.113.50","195.73.151.50","TELNET","63"
"860862","21146.297366","172.16.113.50","172.16.112.50","TCP","60"
"860863","21146.302305","195.73.151.50","172.16.113.50","TCP","60"
"860864","21146.382452","135.8.60.182","172.16.113.50","TELNET","60"
"860865","21146.385153","172.16.113.50","135.8.60.182","TELNET","60"
"860866","21146.402262","135.8.60.182","172.16.113.50","TCP","60"
"860867","21146.462406","196.227.33.189","172.16.112.50","TELNET","60"
"860868","21146.462942","172.16.112.50","196.227.33.189","TELNET","60"
"860869","21146.482248","196.227.33.189","172.16.112.50","TCP","60"
"860870","21146.572366","135.8.60.182","172.16.113.50","TELNET","60"
"860871","21146.574907","172.16.113.50","135.8.60.182","TELNET","60"
"860872","21146.592218","135.8.60.182","172.16.113.50","TCP","60"
"860873","21146.762492","135.8.60.182","172.16.113.50","TELNET","60"
"860874","21146.764952","172.16.113.50","135.8.60.182","TELNET","60"
"860875","21146.782182","135.8.60.182","172.16.113.50","TCP","60"
"860876","21146.862347","196.227.33.189","172.16.112.50","TELNET","60"
"860877","21146.862778","172.16.112.50","196.227.33.189","TELNET","60"
"860878","21146.882165","196.227.33.189","172.16.112.50","TCP","60"
"860879","21147.032262","135.8.60.182","172.16.113.50","TELNET","60"
"860880","21147.034833","172.16.113.50","135.8.60.182","TELNET","60"
"860881","21147.052128","135.8.60.182","172.16.113.50","TCP","60"
"860882","21147.053842","196.227.33.189","172.16.112.50","TELNET","60"
"860883","21147.055492","172.16.112.50","196.227.33.189","TELNET","101"
"860884","21147.058917","172.16.112.50","172.16.114.50","TCP","60"
"860885","21147.059239","172.16.114.50","172.16.112.50","TCP","60"
"860886","21147.059424","172.16.112.50","172.16.114.50","TCP","60"
"860887","21147.061259","172.16.112.50","172.16.114.50","HTTP","353"
"860888","21147.062118","172.16.114.50","172.16.112.20","DNS","86"
"860889","21147.063197","172.16.112.20","172.16.114.50","DNS","175"
"860890","21147.065893","172.16.114.50","172.16.112.50","TCP","1514"
"860891","21147.067163","172.16.114.50","172.16.112.50","TCP","1514"
"860892","21147.067242","172.16.112.50","172.16.114.50","TCP","60"
"860893","21147.068606","172.16.114.50","172.16.112.50","HTTP","1121"
"860894","21147.068705","172.16.114.50","172.16.112.50","TCP","60"
"860895","21147.068900","172.16.112.50","172.16.114.50","TCP","60"
"860896","21147.072131","196.227.33.189","172.16.112.50","TCP","60"
"860897","21147.072601","172.16.112.50","196.227.33.189","TELNET","365"
"860898","21147.081930","172.16.112.50","172.16.114.50","TCP","60"
"860899","21147.082123","172.16.114.50","172.16.112.50","TCP","60"
"860900","21147.092121","196.227.33.189","172.16.112.50","TCP","60"
"860901","21147.093231","172.16.112.50","196.227.33.189","TELNET","1160"
"860902","21147.112120","196.227.33.189","172.16.112.50","TCP","60"
"860903","21147.205330","195.73.151.50","172.16.113.84","TELNET","60"
"860904","21147.205794","172.16.113.84","195.73.151.50","TELNET","62"
"860905","21147.222098","195.73.151.50","172.16.113.84","TCP","60"
"860906","21147.222325","135.8.60.182","172.16.113.50","TELNET","60"
"860907","21147.222396","172.16.113.84","195.73.151.50","TELNET","60"
"860908","21147.224945","172.16.113.50","135.8.60.182","TELNET","60"
"860909","21147.242095","135.8.60.182","172.16.113.50","TCP","60"
"860910","21147.242310","195.73.151.50","172.16.113.84","TCP","60"
"860911","21147.250820","172.16.113.84","195.73.151.50","TELNET","76"
"860912","21147.262097","195.73.151.50","172.16.113.84","TCP","60"
"860913","21147.262330","172.16.113.84","195.73.151.50","TELNET","60"
"860914","21147.282084","195.73.151.50","172.16.113.84","TCP","60"
"860915","21147.512297","135.8.60.182","172.16.113.50","TELNET","60"
"860916","21147.514751","172.16.113.50","135.8.60.182","TELNET","60"
"860917","21147.532035","135.8.60.182","172.16.113.50","TCP","60"
"860918","21148.012264","135.8.60.182","172.16.113.50","TELNET","60"
"860919","21148.014785","172.16.113.50","135.8.60.182","TELNET","60"
"860920","21148.031933","135.8.60.182","172.16.113.50","TCP","60"
"860921","21148.202331","135.8.60.182","172.16.113.50","TELNET","60"
"860922","21148.204938","172.16.113.50","135.8.60.182","TELNET","60"
"860923","21148.221893","135.8.60.182","172.16.113.50","TCP","60"
"860924","21148.392204","135.8.60.182","172.16.113.50","TELNET","60"
"860925","21148.394690","172.16.113.50","135.8.60.182","TELNET","60"
"860926","21148.411858","135.8.60.182","172.16.113.50","TCP","60"
"860927","21148.437055","172.16.112.149","135.13.216.191","TELNET","60"
"860928","21148.439770","135.13.216.191","172.16.112.149","TELNET","60"
"860929","21148.455845","172.16.112.149","135.13.216.191","TCP","60"
"860930","21148.581951","135.8.60.182","172.16.113.50","TELNET","60"
"860931","21148.584424","172.16.113.50","135.8.60.182","TELNET","60"
"860932","21148.601821","135.8.60.182","172.16.113.50","TCP","60"
"860933","21148.806135","172.16.112.149","135.13.216.191","TELNET","60"
"860934","21148.806950","135.13.216.191","172.16.112.149","TELNET","60"
"860935","21148.825774","172.16.112.149","135.13.216.191","TCP","60"
"860936","21148.842964","172.16.112.100","172.16.112.10","NTP","90"
"860937","21148.843439","172.16.112.10","172.16.112.100","NTP","90"
"860938","21149.001917","135.8.60.182","172.16.113.50","TELNET","60"
"860939","21149.004473","172.16.113.50","135.8.60.182","TELNET","60"
"860940","21149.021736","135.8.60.182","172.16.113.50","TCP","60"
"860941","21149.175993","172.16.112.149","135.13.216.191","TELNET","60"
"860942","21149.176769","135.13.216.191","172.16.112.149","TELNET","60"
"860943","21149.192709","135.8.60.182","172.16.113.50","TELNET","60"
"860944","21149.192915","195.73.151.50","172.16.113.50","TELNET","60"
"860945","21149.195678","172.16.112.149","135.13.216.191","TCP","60"
"860946","21149.195747","172.16.113.50","135.8.60.182","TELNET","60"
"860947","21149.211719","135.8.60.182","172.16.113.50","TCP","60"
"860948","21149.296822","172.16.113.50","195.73.151.50","TCP","60"
"860949","21149.351829","195.73.151.50","172.16.113.50","TELNET","60"
"860950","21149.391794","135.8.60.182","172.16.113.50","TELNET","60"
"860951","21149.394415","172.16.113.50","135.8.60.182","TELNET","60"
"860952","21149.411660","135.8.60.182","172.16.113.50","TCP","60"
"860953","21149.496745","172.16.113.50","195.73.151.50","TCP","60"
"860954","21149.511827","195.73.151.50","172.16.113.50","TELNET","60"
"860955","21149.545783","172.16.112.149","135.13.216.191","TELNET","60"
"860956","21149.546604","135.13.216.191","172.16.112.149","TELNET","60"
"860957","21149.565611","172.16.112.149","135.13.216.191","TCP","60"
"860958","21149.696743","172.16.113.50","195.73.151.50","TCP","60"
"860959","21149.697406","195.73.151.50","172.16.113.50","TELNET","60"
"860960","21149.781741","135.8.60.182","172.16.113.50","TELNET","60"
"860961","21149.784341","172.16.113.50","135.8.60.182","TELNET","60"
"860962","21149.801582","135.8.60.182","172.16.113.50","TCP","60"
"860963","21149.896723","172.16.113.50","195.73.151.50","TCP","60"
"860964","21149.897438","195.73.151.50","172.16.113.50","TELNET","60"
"860965","21149.915772","172.16.112.149","135.13.216.191","TELNET","60"
"860966","21149.916622","135.13.216.191","172.16.112.149","TELNET","60"
"860967","21149.935526","172.16.112.149","135.13.216.191","TCP","60"
"860968","21149.971825","135.8.60.182","172.16.113.50","TELNET","60"
"860969","21149.974454","172.16.113.50","135.8.60.182","TELNET","60"
"860970","21149.991541","135.8.60.182","172.16.113.50","TCP","60"
"860971","21150.096647","172.16.113.50","195.73.151.50","TCP","60"
"860972","21150.161647","135.8.60.182","172.16.113.50","TELNET","60"
"860973","21150.164341","172.16.113.50","135.8.60.182","TELNET","60"
"860974","21150.181512","135.8.60.182","172.16.113.50","TCP","60"
"860975","21150.211800","195.73.151.50","172.16.113.50","TELNET","60"
"860976","21150.285573","172.16.112.149","135.13.216.191","TELNET","60"
"860977","21150.286501","135.13.216.191","172.16.112.149","TELNET","60"
"860978","21150.296619","172.16.113.50","195.73.151.50","TCP","60"
"860979","21150.305446","172.16.112.149","135.13.216.191","TCP","60"
"860980","21150.371649","195.73.151.50","172.16.113.50","TELNET","60"
"860981","21150.421604","135.8.60.182","172.16.113.50","TELNET","60"
"860982","21150.424214","172.16.113.50","135.8.60.182","TELNET","60"
"860983","21150.441453","135.8.60.182","172.16.113.50","TCP","60"
"860984","21150.496584","172.16.113.50","195.73.151.50","TCP","60"
"860985","21150.611556","135.8.60.182","172.16.113.50","TELNET","60"
"860986","21150.614087","172.16.113.50","135.8.60.182","TELNET","60"
"860987","21150.631424","135.8.60.182","172.16.113.50","TCP","60"
"860988","21150.701682","195.73.151.50","172.16.113.50","TELNET","60"
"860989","21150.896535","172.16.113.50","195.73.151.50","TCP","60"
"860990","21150.897333","195.73.151.50","172.16.113.50","TELNET","60"
"860991","21150.902593","172.16.113.50","195.73.151.50","TELNET","60"
"860992","21150.905591","172.16.113.50","172.16.112.50","FTP","69"
"860993","21150.921359","195.73.151.50","172.16.113.50","TCP","60"
"860994","21150.932630","172.16.112.50","172.16.113.50","FTP","81"
"860995","21150.935311","172.16.113.50","195.73.151.50","TELNET","81"
"860996","21150.951351","195.73.151.50","172.16.113.50","TCP","60"
"860997","21150.952198","172.16.113.50","195.73.151.50","TELNET","60"
"860998","21150.971350","195.73.151.50","172.16.113.50","TCP","60"
"860999","21151.061531","135.8.60.182","172.16.113.50","TELNET","60"
"861000","21151.064205","172.16.113.50","135.8.60.182","TELNET","60"
"861001","21151.081326","135.8.60.182","172.16.113.50","TCP","60"
"861002","21151.096505","172.16.113.50","172.16.112.50","TCP","60"
"861003","21151.275429","172.16.112.149","135.13.216.191","TELNET","60"
"861004","21151.276255","135.13.216.191","172.16.112.149","TELNET","60"
"861005","21151.282817","135.8.60.182","172.16.113.50","TELNET","60"
"861006","21151.294634","172.16.113.50","135.8.60.182","TELNET","60"
"861007","21151.295239","172.16.112.149","135.13.216.191","TCP","60"
"861008","21151.311284","135.8.60.182","172.16.113.50","TCP","60"
"861009","21151.647311","172.16.112.149","135.13.216.191","TELNET","60"
"861010","21151.648130","135.13.216.191","172.16.112.149","TELNET","60"
"861011","21151.665168","172.16.112.149","135.13.216.191","TCP","60"
"861012","21152.321500","172.16.112.207","207.25.71.200","TCP","60"
"861013","21152.324774","207.25.71.200","172.16.112.207","TCP","60"
"861014","21152.324941","172.16.112.207","207.25.71.200","TCP","60"
"861015","21152.325419","172.16.112.207","207.25.71.200","HTTP","245"
"861016","21152.346778","207.25.71.200","172.16.112.207","TCP","60"
"861017","21152.354933","207.25.71.200","172.16.112.207","TCP","1514"
"861018","21152.356174","207.25.71.200","172.16.112.207","TCP","1514"
"861019","21152.365025","172.16.112.207","207.25.71.200","TCP","60"
"861020","21152.370611","207.25.71.200","172.16.112.207","TCP","1514"
"861021","21152.371845","207.25.71.200","172.16.112.207","TCP","1514"
"861022","21152.373079","207.25.71.200","172.16.112.207","TCP","1514"
"861023","21152.375030","172.16.112.207","207.25.71.200","TCP","60"
"861024","21152.380372","207.25.71.200","172.16.112.207","TCP","1514"
"861025","21152.381617","207.25.71.200","172.16.112.207","TCP","1514"
"861026","21152.382898","207.25.71.200","172.16.112.207","TCP","1514"
"861027","21152.384126","207.25.71.200","172.16.112.207","TCP","1514"
"861028","21152.385015","172.16.112.207","207.25.71.200","TCP","60"
"861029","21152.390378","207.25.71.200","172.16.112.207","TCP","1514"
"861030","21152.391619","207.25.71.200","172.16.112.207","TCP","1514"
"861031","21152.392843","207.25.71.200","172.16.112.207","TCP","1514"
"861032","21152.394073","207.25.71.200","172.16.112.207","TCP","1514"
"861033","21152.395307","207.25.71.200","172.16.112.207","TCP","1514"
"861034","21152.395377","172.16.112.207","207.25.71.200","TCP","60"
"861035","21152.400783","207.25.71.200","172.16.112.207","TCP","1514"
"861036","21152.402026","207.25.71.200","172.16.112.207","TCP","1514"
"861037","21152.403248","207.25.71.200","172.16.112.207","TCP","1514"
"861038","21152.404270","207.25.71.200","172.16.112.207","TCP","1250"
"861039","21152.404340","207.25.71.200","172.16.112.207","HTTP","60"
"861040","21152.404497","172.16.112.207","207.25.71.200","TCP","60"
"861041","21152.405273","172.16.112.207","207.25.71.200","TCP","60"
"861042","21152.407658","207.25.71.200","172.16.112.207","TCP","60"
"861043","21152.578326","135.13.216.191","172.16.112.149","TELNET","61"
"861044","21152.590656","172.16.112.207","207.25.71.200","TCP","60"
"861045","21152.593901","207.25.71.200","172.16.112.207","TCP","60"
"861046","21152.594057","172.16.112.207","207.25.71.200","TCP","60"
"861047","21152.594588","172.16.112.207","207.25.71.200","HTTP","313"
"861048","21152.594980","172.16.112.149","135.13.216.191","TCP","60"
"861049","21152.595776","135.13.216.191","172.16.112.149","TELNET","61"
"861050","21152.614090","207.25.71.200","172.16.112.207","TCP","1514"
"861051","21152.614952","207.25.71.200","172.16.112.207","HTTP","1039"
"861052","21152.615057","172.16.112.149","135.13.216.191","TCP","60"
"861053","21152.615197","207.25.71.200","172.16.112.207","TCP","60"
"861054","21152.615348","172.16.112.207","207.25.71.200","TCP","60"
"861055","21152.616082","172.16.112.207","207.25.71.200","TCP","60"
"861056","21152.618797","172.16.112.207","207.25.71.200","TCP","60"
"861057","21152.618904","207.25.71.200","172.16.112.207","TCP","60"
"861058","21152.621557","207.25.71.200","172.16.112.207","TCP","60"
"861059","21152.621699","172.16.112.207","207.25.71.200","TCP","60"
"861060","21152.622152","172.16.112.207","207.25.71.200","HTTP","316"
"861061","21152.636655","207.25.71.200","172.16.112.207","TCP","60"
"861062","21152.662960","207.25.71.200","172.16.112.207","HTTP","403"
"861063","21152.663030","207.25.71.200","172.16.112.207","TCP","60"
"861064","21152.663189","172.16.112.207","207.25.71.200","TCP","60"
"861065","21152.664090","172.16.112.207","207.25.71.200","TCP","60"
"861066","21152.666540","207.25.71.200","172.16.112.207","TCP","60"
"861067","21152.666860","172.16.112.207","207.25.71.200","TCP","60"
"861068","21152.669156","207.25.71.200","172.16.112.207","TCP","60"
"861069","21152.669305","172.16.112.207","207.25.71.200","TCP","60"
"861070","21152.669750","172.16.112.207","207.25.71.200","HTTP","316"
"861071","21152.686680","207.25.71.200","172.16.112.207","TCP","60"
"861072","21152.689259","207.25.71.200","172.16.112.207","TCP","1514"
"861073","21152.690489","207.25.71.200","172.16.112.207","TCP","1514"
"861074","21152.694962","172.16.112.207","207.25.71.200","TCP","60"
"861075","21152.700522","207.25.71.200","172.16.112.207","TCP","1514"
"861076","21152.701194","207.25.71.200","172.16.112.207","HTTP","816"
"861077","21152.701266","207.25.71.200","172.16.112.207","TCP","60"
"861078","21152.701407","172.16.112.207","207.25.71.200","TCP","60"
"861079","21152.702477","172.16.112.207","207.25.71.200","TCP","60"
"861080","21152.704553","207.25.71.200","172.16.112.207","TCP","60"
"861081","21152.705361","172.16.112.207","207.25.71.200","TCP","60"
"861082","21152.707166","207.25.71.200","172.16.112.207","TCP","60"
"861083","21152.707316","172.16.112.207","207.25.71.200","TCP","60"
"861084","21152.707760","172.16.112.207","207.25.71.200","HTTP","311"
"861085","21152.724190","207.25.71.200","172.16.112.207","HTTP","321"
"861086","21152.724258","207.25.71.200","172.16.112.207","TCP","60"
"861087","21152.724386","172.16.112.207","207.25.71.200","TCP","60"
"861088","21152.725547","172.16.112.207","207.25.71.200","TCP","60"
"861089","21152.727735","207.25.71.200","172.16.112.207","TCP","60"
"861090","21152.728305","172.16.112.207","207.25.71.30","TCP","60"
"861091","21152.731131","207.25.71.30","172.16.112.207","TCP","60"
"861092","21152.731282","172.16.112.207","207.25.71.30","TCP","60"
"861093","21152.731739","172.16.112.207","207.25.71.30","HTTP","316"
"861094","21152.746623","207.25.71.30","172.16.112.207","TCP","60"
"861095","21152.759251","207.25.71.30","172.16.112.207","TCP","1514"
"861096","21152.760477","207.25.71.30","172.16.112.207","TCP","1514"
"861097","21152.764950","172.16.112.207","207.25.71.30","TCP","60"
"861098","21152.770886","207.25.71.30","172.16.112.207","TCP","1514"
"861099","21152.771660","207.25.71.30","172.16.112.207","HTTP","946"
"861100","21152.771732","207.25.71.30","172.16.112.207","TCP","60"
"861101","21152.771874","172.16.112.207","207.25.71.30","TCP","60"
"861102","21152.773190","172.16.112.207","207.25.71.30","TCP","60"
"861103","21152.775806","207.25.71.30","172.16.112.207","TCP","60"
"861104","21152.776119","172.16.112.207","207.25.71.30","TCP","60"
"861105","21152.779223","207.25.71.30","172.16.112.207","TCP","60"
"861106","21152.779371","172.16.112.207","207.25.71.30","TCP","60"
"861107","21152.779818","172.16.112.207","207.25.71.30","HTTP","314"
"861108","21152.796615","207.25.71.30","172.16.112.207","TCP","60"
"861109","21152.818283","207.25.71.30","172.16.112.207","TCP","1514"
"861110","21152.819517","207.25.71.30","172.16.112.207","TCP","1514"
"861111","21152.824937","172.16.112.207","207.25.71.30","TCP","60"
"861112","21152.830896","207.25.71.30","172.16.112.207","TCP","1514"
"861113","21152.832130","207.25.71.30","172.16.112.207","TCP","1514"
"861114","21152.833364","207.25.71.30","172.16.112.207","TCP","1514"
"861115","21152.834922","172.16.112.207","207.25.71.30","TCP","60"
"861116","21152.840675","207.25.71.30","172.16.112.207","TCP","1514"
"861117","21152.841000","207.25.71.30","172.16.112.207","HTTP","377"
"861118","21152.841071","207.25.71.30","172.16.112.207","TCP","60"
"861119","21152.841232","172.16.112.207","207.25.71.30","TCP","60"
"861120","21152.843057","172.16.112.207","207.25.71.30","TCP","60"
"861121","21152.845183","207.25.71.30","172.16.112.207","TCP","60"
"861122","21152.847114","172.16.112.207","207.25.71.200","TCP","60"
"861123","21152.850328","207.25.71.200","172.16.112.207","TCP","60"
"861124","21152.850534","172.16.112.207","207.25.71.200","TCP","60"
"861125","21152.851609","172.16.112.207","207.25.71.200","HTTP","313"
"861126","21152.866589","207.25.71.200","172.16.112.207","TCP","60"
"861127","21152.898478","207.25.71.200","172.16.112.207","HTTP","910"
"861128","21152.898545","207.25.71.200","172.16.112.207","TCP","60"
"861129","21152.898729","172.16.112.207","207.25.71.200","TCP","60"
"861130","21152.900475","172.16.112.207","207.25.71.200","TCP","60"
"861131","21152.902081","207.25.71.200","172.16.112.207","TCP","60"
"861132","21152.904538","172.16.112.207","207.25.71.200","TCP","60"
"861133","21152.907769","207.25.71.200","172.16.112.207","TCP","60"
"861134","21152.907946","172.16.112.207","207.25.71.200","TCP","60"
"861135","21152.908440","172.16.112.207","207.25.71.200","HTTP","310"
