"No.","Time","Source","Destination","Protocol","Length"
"374","218","172.16.112.100","135.8.60.182","FTP","84"
"375","218","135.8.60.182","172.16.112.100","FTP","60"
"376","218","172.16.112.100","135.8.60.182","FTP","107"
"377","218","172.16.112.100","135.8.60.182","TCP","60"
"378","218","135.8.60.182","172.16.112.100","TCP","60"
"379","218","172.16.112.100","135.8.60.182","TCP","60"
"381","218","172.16.112.100","135.8.60.182","TCP","60"
"382","218","135.8.60.182","172.16.112.100","TCP","60"
"383","218","135.8.60.182","172.16.112.100","TCP","60"
"384","218","172.16.112.100","135.8.60.182","FTP","78"
"385","218","135.8.60.182","172.16.112.100","TCP","60"
"386","218","172.16.112.100","135.8.60.182","TCP","60"
"387","218","135.8.60.182","172.16.112.100","TCP","60"
"388","220","135.8.60.182","172.16.112.100","FTP","63"
"389","220","172.16.112.100","135.8.60.182","FTP","83"
"390","220","135.8.60.182","172.16.112.100","TCP","60"
