No.,Time,Source,Destination,Protocol,Length
42,31.274983,192.168.1.30,192.168.0.20,TCP,60
43,31.518980,192.168.0.20,192.168.1.30,TELNET,60
44,31.520160,192.168.1.30,192.168.0.20,TELNET,60
45,31.526048,192.168.0.20,192.168.1.30,TELNET,60
46,31.544856,192.168.1.30,192.168.0.20,TCP,60
47,31.856776,192.168.0.20,192.168.1.30,TELNET,61
48,31.874919,192.168.1.30,192.168.0.20,TCP,60
49,32.371017,192.168.1.30,192.168.0.20,TELNET,60
50,32.372878,192.168.0.20,192.168.1.30,TELNET,60
51,32.384898,192.168.1.30,192.168.0.20,TCP,60
52,32.456184,192.168.1.30,192.168.0.20,TELNET,60
53,32.457651,192.168.0.20,192.168.1.30,TELNET,60
54,32.474882,192.168.1.30,192.168.0.20,TCP,60
55,32.557426,192.168.1.30,192.168.0.20,TELNET,60
56,32.558920,192.168.0.20,192.168.1.30,TELNET,60
57,32.574859,192.168.1.30,192.168.0.20,TCP,60
58,32.656049,192.168.1.30,192.168.0.20,TELNET,60
59,32.657522,192.168.0.20,192.168.1.30,TELNET,60
60,32.674884,192.168.1.30,192.168.0.20,TCP,60
61,32.756059,192.168.1.30,192.168.0.20,TELNET,60
62,32.757566,192.168.0.20,192.168.1.30,TELNET,60
63,32.774905,192.168.1.30,192.168.0.20,TCP,60
64,33.013603,192.168.1.30,192.168.0.20,TELNET,60
65,33.015301,192.168.0.20,192.168.1.30,TELNET,60
66,33.034929,192.168.1.30,192.168.0.20,TCP,60
67,33.111169,192.168.1.30,192.168.0.20,TCP,60
68,33.113531,192.168.0.20,192.168.1.30,TCP,60
69,33.113938,192.168.1.30,192.168.0.20,TCP,60
70,33.357313,192.168.0.20,192.168.1.30,TELNET,64
71,33.374890,192.168.1.30,192.168.0.20,TCP,60
72,33.834063,192.168.0.20,192.168.1.30,FTP,115
73,33.844912,192.168.1.30,192.168.0.20,TCP,60
74,33.870806,192.168.1.30,192.168.0.20,TELNET,60
75,33.912141,192.168.0.20,192.168.1.30,TCP,60
76,34.125988,192.168.1.30,192.168.0.20,TELNET,60
77,34.172124,192.168.0.20,192.168.1.30,TCP,60
78,34.385723,192.168.1.30,192.168.0.20,TELNET,60
79,34.432038,192.168.0.20,192.168.1.30,TCP,60
80,34.645894,192.168.1.30,192.168.0.20,TELNET,60
81,34.727418,192.168.0.20,192.168.1.30,TCP,60
82,34.745767,192.168.1.30,192.168.0.20,TELNET,60
83,34.792115,192.168.0.20,192.168.1.30,TCP,60
84,34.996207,192.168.1.30,192.168.0.20,TELNET,60
85,35.042102,192.168.0.20,192.168.1.30,TCP,60
86,35.187399,192.168.1.30,192.168.0.20,FTP,64
87,35.232442,192.168.0.20,192.168.1.30,TCP,60
88,35.239555,192.168.0.20,192.168.1.30,FTP,99
89,35.255012,192.168.1.30,192.168.0.20,TCP,60
90,35.267483,192.168.1.30,192.168.0.20,TELNET,60
91,35.274251,192.168.0.20,192.168.1.30,TELNET,60
92,35.284894,192.168.1.30,192.168.0.20,TCP,60
93,35.615636,192.168.0.40,192.168.1.30,TCP,60
94,35.616409,192.168.1.30,192.168.0.40,TCP,60
95,35.617385,192.168.0.40,192.168.1.30,TCP,60
96,35.809119,192.168.1.30,192.168.0.40,TCP,60
97,35.809663,192.168.0.40,192.168.1.30,TCP,60
98,35.923037,192.168.0.20,192.168.1.30,TELNET,101
99,35.934901,192.168.1.30,192.168.0.20,TCP,60
100,36.013308,192.168.1.30,192.168.0.40,SMTP,135
101,36.014181,192.168.0.40,192.168.1.30,SMTP,65
102,36.015530,192.168.1.30,192.168.0.40,SMTP,123
103,36.016251,192.168.0.40,192.168.1.30,SMTP,80
104,36.034850,192.168.1.30,192.168.0.40,TCP,60
105,36.245418,192.168.1.30,192.168.0.40,SMTP,88
106,36.246134,192.168.0.40,192.168.1.30,SMTP,78
107,36.264907,192.168.1.30,192.168.0.40,TCP,60
108,36.276668,192.168.1.30,192.168.0.40,SMTP,91
109,36.277434,192.168.0.40,192.168.1.30,SMTP,60
110,36.279998,192.168.1.30,192.168.0.40,SMTP,104
111,36.285732,192.168.0.40,192.168.1.30,SMTP,1514
112,36.286965,192.168.0.40,192.168.1.30,SMTP,1514
113,36.288200,192.168.0.40,192.168.1.30,SMTP,1514
114,36.289437,192.168.0.40,192.168.1.30,SMTP,1514
115,36.289833,192.168.0.40,192.168.1.30,SMTP,243
116,36.294951,192.168.1.30,192.168.0.40,TCP,60
117,36.295317,192.168.0.40,192.168.1.30,SMTP,60
118,36.314909,192.168.1.30,192.168.0.40,TCP,60
119,36.413941,192.168.1.30,192.168.0.20,FTP,66
120,36.462727,192.168.0.20,192.168.1.30,TCP,60
121,36.468870,192.168.1.30,192.168.0.40,SMTP,98
122,36.469533,192.168.0.40,192.168.1.30,SMTP,60
123,36.484958,192.168.1.30,192.168.0.40,TCP,60
124,36.497662,192.168.0.20,192.168.1.30,FTP,102
125,36.506761,192.168.1.30,192.168.0.20,FTP,60
126,36.533503,192.168.0.20,192.168.1.30,FTP,91
127,36.544919,192.168.1.30,192.168.0.20,TCP,60
128,36.549870,192.168.1.30,192.168.0.40,SMTP,94
129,36.550667,192.168.0.40,192.168.1.30,TCP,60
130,36.551170,192.168.1.30,192.168.0.40,TCP,60
131,36.551680,192.168.1.30,192.168.0.40,TCP,60
132,36.552156,192.168.0.40,192.168.1.30,TCP,60
133,36.971591,192.168.0.20,192.168.1.30,TELNET,117
134,36.984868,192.168.1.30,192.168.0.20,TCP,60
135,37.363908,192.168.0.20,192.168.1.30,TELNET,70
136,37.374853,192.168.1.30,192.168.0.20,TCP,60
137,37.413539,192.168.0.40,192.168.1.30,TCP,60
138,37.414421,192.168.1.30,192.168.0.40,TCP,60
139,37.414945,192.168.0.40,192.168.1.30,TCP,60
140,37.497707,192.168.1.30,192.168.0.13,ICMP,98
141,37.628449,192.168.0.20,192.168.1.30,TELNET,61
142,37.644876,192.168.1.30,192.168.0.20,TCP,60
143,37.756287,192.168.1.30,192.168.0.40,TCP,60
144,37.756813,192.168.0.40,192.168.1.30,TCP,60
145,37.784747,192.168.1.30,192.168.0.20,FTP,79
146,37.787529,192.168.0.20,192.168.1.30,FTP,84
147,37.797433,192.168.1.30,192.168.0.20,FTP,63
148,37.843428,192.168.0.20,192.168.1.30,TCP,60
149,37.860808,192.168.0.20,192.168.1.30,TCP,60
150,37.861522,192.168.1.30,192.168.0.20,TCP,60
151,37.862458,192.168.0.20,192.168.1.30,TCP,60
152,37.897158,192.168.0.20,192.168.1.30,FTP,124
153,37.910433,192.168.1.30,192.168.0.40,SMTP,135
154,37.911332,192.168.0.40,192.168.1.30,SMTP,65
155,37.912728,192.168.1.30,192.168.0.40,SMTP,123
156,37.913470,192.168.0.40,192.168.1.30,SMTP,80
157,37.915014,192.168.1.30,192.168.0.20,TCP,60
158,37.924894,192.168.1.30,192.168.0.40,TCP,60
159,38.141282,192.168.1.30,192.168.0.20,TELNET,60
160,38.144082,192.168.0.20,192.168.1.30,TELNET,60
161,38.154890,192.168.1.30,192.168.0.20,TCP,60
162,38.165741,192.168.1.30,192.168.0.40,SMTP,88
163,38.166467,192.168.0.40,192.168.1.30,SMTP,79
164,38.184901,192.168.1.30,192.168.0.40,TCP,60
165,38.196957,192.168.1.30,192.168.0.40,SMTP,92
166,38.197678,192.168.0.40,192.168.1.30,SMTP,60
167,38.200276,192.168.1.30,192.168.0.40,SMTP,104
168,38.204955,192.168.0.40,192.168.1.30,SMTP,1514
169,38.205143,192.168.0.40,192.168.1.30,SMTP,195
170,38.224866,192.168.1.30,192.168.0.40,TCP,60
171,38.225315,192.168.0.40,192.168.1.30,SMTP,60
172,38.227842,192.168.0.20,192.168.1.30,FTP,84
173,38.230182,192.168.0.20,192.168.1.30,FTP-DATA,552
174,38.231074,192.168.0.20,192.168.1.30,TCP,60
175,38.231844,192.168.1.30,192.168.0.20,TCP,60
176,38.245012,192.168.1.30,192.168.0.20,TCP,60
177,38.245129,192.168.1.30,192.168.0.40,TCP,60
178,38.257089,192.168.1.30,192.168.0.20,TCP,60
179,38.257834,192.168.0.20,192.168.1.30,TCP,60
180,38.295916,192.168.1.30,192.168.0.20,TELNET,60
181,38.297696,192.168.0.20,192.168.1.30,TELNET,60
182,38.314923,192.168.1.30,192.168.0.20,TCP,60
183,38.402713,192.168.1.30,192.168.0.40,SMTP,98
184,38.403395,192.168.0.40,192.168.1.30,SMTP,60
185,38.414910,192.168.1.30,192.168.0.40,TCP,60
186,38.448867,192.168.1.30,192.168.0.40,SMTP,94
187,38.449627,192.168.0.40,192.168.1.30,TCP,60
188,38.450136,192.168.1.30,192.168.0.40,TCP,60
189,38.450591,192.168.1.30,192.168.0.40,TCP,60
190,38.451075,192.168.0.40,192.168.1.30,TCP,60
191,38.516049,192.168.1.30,192.168.0.20,TELNET,60
192,38.517541,192.168.0.20,192.168.1.30,TELNET,60
193,38.534943,192.168.1.30,192.168.0.20,TCP,60
194,38.606276,192.168.1.30,192.168.0.20,TELNET,60
195,38.607769,192.168.0.20,192.168.1.30,TELNET,60
196,38.624911,192.168.1.30,192.168.0.20,TCP,60
197,38.698569,192.168.1.30,192.168.0.20,TELNET,60
198,38.700250,192.168.0.20,192.168.1.30,TELNET,60
199,38.714897,192.168.1.30,192.168.0.20,TCP,60
200,38.879423,192.168.0.20,192.168.1.30,TELNET,84
201,38.894856,192.168.1.30,192.168.0.20,TCP,60
202,38.909634,192.168.0.20,192.168.1.30,TELNET,61
203,38.924895,192.168.1.30,192.168.0.20,TCP,60
204,39.181800,192.168.1.30,192.168.0.20,FTP,63
205,39.185426,192.168.0.20,192.168.1.30,FTP,83
206,39.204904,192.168.1.30,192.168.0.20,TCP,60
207,39.420289,192.168.1.30,192.168.0.20,TELNET,60
208,39.422136,192.168.0.20,192.168.1.30,TELNET,60
209,39.434811,192.168.1.30,192.168.0.20,TCP,60
210,39.575655,192.168.1.30,192.168.0.20,TELNET,60
211,39.577236,192.168.0.20,192.168.1.30,TELNET,60
212,39.594859,192.168.1.30,192.168.0.20,TCP,60
213,39.738271,192.168.1.30,192.168.0.20,TELNET,60
214,39.740396,192.168.0.20,192.168.1.30,TELNET,60
215,39.754880,192.168.1.30,192.168.0.20,TCP,60
216,39.941317,192.168.0.20,192.168.1.30,TELNET,64
217,39.954855,192.168.1.30,192.168.0.20,TCP,60
218,39.968305,192.168.0.20,192.168.1.30,TELNET,111
219,39.984867,192.168.1.30,192.168.0.20,TCP,60
220,39.986051,192.168.0.20,192.168.1.30,TELNET,174
221,40.004970,192.168.1.30,192.168.0.20,TCP,60
222,40.006381,192.168.0.20,192.168.1.30,TELNET,296
223,40.024887,192.168.1.30,192.168.0.20,TCP,60
224,40.026208,192.168.0.20,192.168.1.30,TELNET,116
225,40.044874,192.168.1.30,192.168.0.20,TCP,60
226,40.045804,192.168.0.20,192.168.1.30,TELNET,61
227,40.064874,192.168.1.30,192.168.0.20,TCP,60
228,40.212111,192.168.1.30,192.168.0.20,FTP,79
229,40.214587,192.168.0.20,192.168.1.30,FTP,84
230,40.215926,192.168.1.30,192.168.0.20,FTP,63
231,40.262317,192.168.0.20,192.168.1.30,TCP,60
232,40.276993,192.168.0.20,192.168.1.30,TCP,60
233,40.277812,192.168.1.30,192.168.0.20,TCP,60
234,40.278715,192.168.0.20,192.168.1.30,TCP,60
235,40.281044,192.168.0.20,192.168.1.30,FTP,124
236,40.295003,192.168.1.30,192.168.0.20,TCP,60
237,40.536657,192.168.0.20,192.168.1.30,FTP,84
238,40.538080,192.168.0.20,192.168.1.30,FTP-DATA,248
239,40.539404,192.168.0.20,192.168.1.30,TCP,60
240,40.539753,192.168.1.30,192.168.0.20,TCP,60
241,40.541692,192.168.1.30,192.168.0.20,TCP,60
242,40.542441,192.168.0.20,192.168.1.30,TCP,60
243,40.555028,192.168.1.30,192.168.0.20,TCP,60
244,40.560817,192.168.1.30,192.168.0.20,TELNET,60
245,40.562762,192.168.0.20,192.168.1.30,TELNET,60
246,40.574875,192.168.1.30,192.168.0.20,TCP,60
247,40.860719,Cisco_04:41:bc,Cisco_04:41:bc,LOOP,118
248,40.985832,192.168.1.30,192.168.0.20,TELNET,60
249,40.987519,192.168.0.20,192.168.1.30,TELNET,60
250,41.004779,192.168.1.30,192.168.0.20,TCP,60
251,41.415677,192.168.1.30,192.168.0.20,TELNET,60
252,41.417220,192.168.0.20,192.168.1.30,TELNET,60
253,41.434820,192.168.1.30,192.168.0.20,TCP,60
254,41.590216,192.168.1.30,192.168.0.20,FTP,67
255,41.593968,192.168.0.20,192.168.1.30,FTP,83
256,41.604850,192.168.1.30,192.168.0.20,TCP,60
257,41.845816,192.168.1.30,192.168.0.20,TELNET,60
258,41.847555,192.168.0.20,192.168.1.30,TELNET,60
259,41.864791,192.168.1.30,192.168.0.20,TCP,60
260,42.008132,192.168.1.30,192.168.0.20,TELNET,60
261,42.012110,192.168.0.20,192.168.1.30,TELNET,60
262,42.024861,192.168.1.30,192.168.0.20,TCP,60
263,42.572101,192.168.1.30,192.168.0.20,FTP,79
264,42.576363,192.168.0.20,192.168.1.30,FTP,84
265,42.577705,192.168.1.30,192.168.0.20,FTP,63
266,42.622796,192.168.0.20,192.168.1.30,TCP,60
267,42.650261,192.168.0.20,192.168.1.30,TCP,60
268,42.651009,192.168.1.30,192.168.0.20,TCP,60
269,42.652425,192.168.0.20,192.168.1.30,TCP,60
270,42.667201,192.168.0.20,192.168.1.30,FTP,124
271,42.684959,192.168.1.30,192.168.0.20,TCP,60
272,44.024886,192.168.1.30,192.168.0.20,TCP,60
273,44.029587,192.168.0.20,192.168.1.30,TCP,60
274,44.030025,192.168.1.30,192.168.0.20,TCP,60
275,44.046113,192.168.1.30,192.168.0.20,TELNET,84
276,44.092054,192.168.0.20,192.168.1.30,TCP,60
277,44.330206,192.168.0.20,192.168.1.30,FTP,84
278,44.332637,192.168.0.20,192.168.1.30,FTP-DATA,474
279,44.333669,192.168.0.20,192.168.1.30,TCP,60
280,44.334048,192.168.1.30,192.168.0.20,TCP,60
281,44.339107,192.168.1.30,192.168.0.20,TCP,60
282,44.339944,192.168.0.20,192.168.1.30,TCP,60
283,44.344863,192.168.1.30,192.168.0.20,TCP,60
284,45.001346,HP_61:aa:c9,HP_61:aa:c9,LLC,54
285,45.219428,192.168.0.20,192.168.1.30,TELNET,133
286,45.234817,192.168.1.30,192.168.0.20,TCP,60
287,45.290114,192.168.0.20,192.168.1.30,TELNET,143
288,45.304832,192.168.1.30,192.168.0.20,TCP,60
289,45.306039,192.168.0.20,192.168.1.30,TELNET,147
290,45.324834,192.168.1.30,192.168.0.20,TCP,60
291,45.432278,192.168.1.30,192.168.0.20,FTP,79
292,45.514403,192.168.0.20,192.168.1.30,TCP,60
293,45.523363,192.168.0.20,192.168.1.30,FTP,84
294,45.524563,192.168.1.30,192.168.0.20,FTP,67
295,45.556318,192.168.0.20,192.168.1.30,TCP,60
296,45.557059,192.168.1.30,192.168.0.20,TCP,60
297,45.557928,192.168.0.20,192.168.1.30,TCP,60
298,45.560586,192.168.0.20,192.168.1.30,FTP,126
299,45.574955,192.168.1.30,192.168.0.20,TCP,60
300,45.611786,192.168.0.20,192.168.1.30,FTP,84
301,45.615359,192.168.0.20,192.168.1.30,FTP-DATA,1514
302,45.624778,192.168.1.30,192.168.0.20,TCP,60
303,45.634829,192.168.1.30,192.168.0.20,TCP,60
304,45.638458,192.168.0.20,192.168.1.30,FTP-DATA,1514
305,45.639681,192.168.0.20,192.168.1.30,FTP-DATA,1514
306,45.644769,192.168.1.30,192.168.0.20,TCP,60
307,45.648231,192.168.0.20,192.168.1.30,FTP-DATA,1514
308,45.648787,192.168.0.20,192.168.1.30,FTP-DATA,700
309,45.649396,192.168.1.30,192.168.0.20,TCP,60
310,45.652597,192.168.1.30,192.168.0.20,TCP,60
311,45.653281,192.168.0.20,192.168.1.30,TCP,60
312,45.820249,192.168.1.30,192.168.0.20,TELNET,60
313,45.822512,192.168.0.20,192.168.1.30,TELNET,60
314,45.825647,192.168.1.1,255255255255,IGRP,60
315,45.834768,192.168.1.30,192.168.0.20,TCP,60
316,46.178139,192.168.1.30,192.168.0.20,TELNET,60
317,46.181360,192.168.0.20,192.168.1.30,TELNET,60
318,46.194823,192.168.1.30,192.168.0.20,TCP,60
319,46.196042,192.168.0.20,192.168.1.30,TELNET,163
320,46.214824,192.168.1.30,192.168.0.20,TCP,60
321,46.217659,192.168.0.20,192.168.1.30,TELNET,889
322,46.234794,192.168.1.30,192.168.0.20,TCP,60
323,46.237714,192.168.0.20,192.168.1.30,TELNET,849
324,46.254837,192.168.1.30,192.168.0.20,TCP,60
325,46.257379,192.168.0.20,192.168.1.30,TELNET,629
326,46.274816,192.168.1.30,192.168.0.20,TCP,60
327,46.277228,192.168.0.20,192.168.1.30,TELNET,522
328,46.295030,192.168.1.30,192.168.0.20,TCP,60
329,46.452786,192.168.0.20,192.168.1.30,TELNET,87
330,46.464812,192.168.1.30,192.168.0.20,TCP,60
331,46.466799,192.168.0.20,192.168.1.30,TELNET,435
332,46.484826,192.168.1.30,192.168.0.20,TCP,60
333,46.487337,192.168.0.20,192.168.1.30,TELNET,645
334,46.504838,192.168.1.30,192.168.0.20,TCP,60
335,46.507761,192.168.0.20,192.168.1.30,TELNET,836
336,46.524833,192.168.1.30,192.168.0.20,TCP,60
337,46.527211,192.168.0.20,192.168.1.30,TELNET,606
338,46.544831,192.168.1.30,192.168.0.20,TCP,60
339,46.547589,192.168.0.20,192.168.1.30,TELNET,757
340,46.564901,192.168.1.30,192.168.0.20,TCP,60
341,46.811624,192.168.1.30,192.168.0.20,FTP,60
342,46.816257,192.168.0.20,192.168.1.30,FTP,68
343,46.817588,192.168.1.30,192.168.0.20,TCP,60
344,46.818349,192.168.0.20,192.168.1.30,TCP,60
345,46.832994,192.168.0.20,192.168.1.30,TCP,60
346,46.833458,192.168.1.30,192.168.0.20,TCP,60
347,46.933619,192.168.0.20,192.168.1.30,TELNET,108
348,46.944819,192.168.1.30,192.168.0.20,TCP,60
349,46.946850,192.168.0.20,192.168.1.30,TELNET,490
350,46.964823,192.168.1.30,192.168.0.20,TCP,60
351,46.966202,192.168.0.20,192.168.1.30,TELNET,191
352,46.984834,192.168.1.30,192.168.0.20,TCP,60
353,47.148159,192.168.0.20,192.168.1.30,TELNET,126
354,47.164811,192.168.1.30,192.168.0.20,TCP,60
355,47.167547,192.168.0.20,192.168.1.30,TELNET,783
356,47.184824,192.168.1.30,192.168.0.20,TCP,60
357,47.187525,192.168.0.20,192.168.1.30,TELNET,661
358,47.204872,192.168.1.30,192.168.0.20,TCP,60
359,47.206349,192.168.0.20,192.168.1.30,TELNET,183
360,47.225852,192.168.1.30,192.168.0.20,TCP,60
361,47.408507,192.168.0.20,192.168.1.30,TELNET,91
362,47.424874,192.168.1.30,192.168.0.20,TCP,60
363,47.427396,192.168.0.20,192.168.1.30,TELNET,686
364,47.444810,192.168.1.30,192.168.0.20,TCP,60
365,47.448052,192.168.0.20,192.168.1.30,TELNET,1031
366,47.464799,192.168.1.30,192.168.0.20,TCP,60
367,47.466538,192.168.0.20,192.168.1.30,TELNET,356
368,47.484836,192.168.1.30,192.168.0.20,TCP,60
369,47.551677,192.168.1.30,192.168.0.14,ICMP,98
370,47.553496,192.168.0.20,192.168.1.30,TELNET,133
371,47.564819,192.168.1.30,192.168.0.20,TCP,60
372,47.567261,192.168.0.20,192.168.1.30,TELNET,725
373,47.584779,192.168.1.30,192.168.0.20,TCP,60
374,47.588000,192.168.0.20,192.168.1.30,TELNET,1078
375,47.604784,192.168.1.30,192.168.0.20,TCP,60
376,47.608091,192.168.0.20,192.168.1.30,TELNET,1102
377,47.624765,192.168.1.30,192.168.0.20,TCP,60
378,47.628209,192.168.0.20,192.168.1.30,TELNET,1166
379,47.644888,192.168.1.30,192.168.0.20,TCP,60
380,47.646640,192.168.0.20,192.168.1.30,TELNET,358
381,47.664818,192.168.1.30,192.168.0.20,TCP,60
382,47.773691,192.168.0.20,192.168.1.30,TELNET,60
383,47.784868,192.168.1.30,192.168.0.20,TCP,60
384,47.786202,192.168.0.20,192.168.1.30,TELNET,147
385,47.804829,192.168.1.30,192.168.0.20,TCP,60
386,48.415510,192.168.0.20,192.168.1.30,TELNET,69
387,48.417113,192.168.1.30,192.168.0.20,TELNET,66
388,48.421392,192.168.0.20,192.168.1.30,TELNET,72
389,48.434833,192.168.1.30,192.168.0.20,TCP,60
390,48.435738,192.168.0.20,192.168.1.30,TELNET,75
391,48.454797,192.168.1.30,192.168.0.20,TCP,60
392,48.487988,192.168.1.30,192.168.0.20,TELNET,118
393,48.515079,192.168.0.20,192.168.1.30,TELNET,103
394,48.534962,192.168.1.30,192.168.0.20,TCP,60
395,48.654307,192.168.0.20,192.168.1.30,TELNET,60
396,48.655643,192.168.1.30,192.168.0.20,TELNET,60
397,48.664227,192.168.0.20,192.168.1.30,TELNET,60
398,48.674839,192.168.1.30,192.168.0.20,TCP,60
399,49.148450,192.168.0.20,192.168.1.30,TELNET,61
400,49.164955,192.168.1.30,192.168.0.20,TCP,60
401,49.662538,192.168.1.30,192.168.0.20,TELNET,60
402,49.664111,192.168.0.20,192.168.1.30,TELNET,60
403,49.674798,192.168.1.30,192.168.0.20,TCP,60
404,49.756520,192.168.1.30,192.168.0.20,TELNET,60
405,49.807597,192.168.0.20,192.168.1.30,TCP,60
406,49.808479,192.168.0.20,192.168.1.30,TELNET,60
407,49.815748,192.168.1.30,192.168.0.20,TELNET,60
408,49.817454,192.168.0.20,192.168.1.30,TELNET,60
409,49.834788,192.168.1.30,192.168.0.20,TCP,60
410,49.875704,192.168.1.30,192.168.0.20,TELNET,60
411,49.877170,192.168.0.20,192.168.1.30,TELNET,60
412,49.894732,192.168.1.30,192.168.0.20,TCP,60
413,49.935578,192.168.1.30,192.168.0.20,TELNET,60
414,49.937842,192.168.0.20,192.168.1.30,TELNET,60
415,49.954747,192.168.1.30,192.168.0.20,TCP,60
416,49.995558,192.168.1.30,192.168.0.20,TELNET,60
417,49.997681,192.168.0.20,192.168.1.30,TELNET,60
418,50.014727,192.168.1.30,192.168.0.20,TCP,60
419,50.139352,192.168.1.30,192.168.0.20,TELNET,60
420,50.141589,192.168.0.20,192.168.1.30,TELNET,60
421,50.154736,192.168.1.30,192.168.0.20,TCP,60
422,50.195588,192.168.1.30,192.168.0.20,TELNET,60
423,50.197113,192.168.0.20,192.168.1.30,TELNET,60
424,50.214743,192.168.1.30,192.168.0.20,TCP,60
425,50.255599,192.168.1.30,192.168.0.20,TELNET,60
426,50.257186,192.168.0.20,192.168.1.30,TELNET,60
427,50.274740,192.168.1.30,192.168.0.20,TCP,60
428,50.318379,192.168.1.30,192.168.0.20,TELNET,60
429,50.320031,192.168.0.20,192.168.1.30,TELNET,60
430,50.334822,192.168.1.30,192.168.0.20,TCP,60
431,50.440731,192.168.0.20,192.168.1.30,TELNET,64
432,50.454835,192.168.1.30,192.168.0.20,TCP,60
433,50.860610,Cisco_04:41:bc,Cisco_04:41:bc,LOOP,118
434,50.960582,192.168.1.30,192.168.0.20,TELNET,60
435,51.011222,192.168.0.20,192.168.1.30,TCP,60
436,51.045671,192.168.1.30,192.168.0.20,TELNET,60
437,51.091166,192.168.0.20,192.168.1.30,TCP,60
438,51.275814,192.168.1.30,192.168.0.20,TELNET,60
439,51.321151,192.168.0.20,192.168.1.30,TCP,60
440,51.385676,192.168.1.30,192.168.0.20,TELNET,60
441,51.431172,192.168.0.20,192.168.1.30,TCP,60
442,51.615727,192.168.1.30,192.168.0.20,TELNET,60
443,51.661257,192.168.0.20,192.168.1.30,TCP,60
444,51.706011,192.168.1.30,192.168.0.20,TELNET,60
445,51.751151,192.168.0.20,192.168.1.30,TCP,60
446,51.795602,192.168.1.30,192.168.0.20,TELNET,60
447,51.841151,192.168.0.20,192.168.1.30,TCP,60
448,52.027688,192.168.1.30,192.168.0.20,TELNET,60
449,52.035725,192.168.0.20,192.168.1.30,TELNET,60
450,52.054758,192.168.1.30,192.168.0.20,TCP,60
451,54.000511,HP_61:aa:c9,HP_61:aa:c9,LLC,54
452,54.025209,192.168.0.20,192.168.1.30,TELNET,101
453,54.044711,192.168.1.30,192.168.0.20,TCP,60
454,54.160276,192.168.1.30,192.168.0.20,TCP,60
455,54.163722,192.168.0.20,192.168.1.30,TCP,60
456,54.164180,192.168.1.30,192.168.0.20,TCP,60
457,54.164899,192.168.1.30,192.168.0.20,FINGER,60
458,54.211584,192.168.0.20,192.168.1.30,TCP,60
459,55.502586,HP_61:aa:c9,HP_61:aa:c9,LLC,54
460,56.501189,HP_61:aa:c9,HP_61:aa:c9,LLC,54
461,57.311901,192.168.0.20,192.168.1.30,TCP,424
462,57.313942,192.168.0.20,192.168.1.30,FINGER,60
463,57.314389,192.168.1.30,192.168.0.20,TCP,60
464,57.329737,192.168.1.30,192.168.0.20,TCP,60
465,57.330718,192.168.0.20,192.168.1.30,TCP,60
466,57.596688,192.168.1.30,192.168.0.15,ICMP,98
