"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"697","73.505352","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"700","73.635517","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"703","73.745335","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"706","74.035338","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"709","74.258128","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"872","77.800568","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"875","78.009696","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"878","78.145317","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"881","78.385338","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"884","78.515393","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"887","78.638282","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"889","78.647644","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"989","80.109856","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1006","80.418012","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1097","95.479565","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1106","95.790075","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1127","96.301117","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1136","96.653083","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1145","97.250687","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1157","97.885732","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1163","98.405835","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1185","99.045377","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1188","99.287894","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1305","103.232310","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1318","103.547254","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1517","108.750885","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1520","109.035656","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1524","109.149430","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1535","109.459144","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1551","110.480642","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1557","110.585706","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1572","110.717433","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1601","111.036804","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1623","112.530098","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1626","112.862706","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1640","113.730667","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1662","114.366658","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1670","115.005262","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1676","115.275175","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
"1685","115.797526","192.168.1.30","192.168.0.20","TELNET","60","","Telnet Data ..."
